project_id,service,sku_description,usage_start_time,usage_end_time,usage_amount,cost
project-beta,Cloud SQL,db-f1-micro,2025-07-08,2025-07-08,6.63,9.21
project-beta,Kubernetes Engine,GKE Nodes,2025-07-08,2025-07-08,46.28,84.69
project-alpha,Compute Engine,n2-highmem-8,2025-07-09,2025-07-09,47.19,39.08
project-alpha,Cloud Storage,Nearline Storage,2025-07-09,2025-07-09,2.17,0.98
project-alpha,BigQuery,Query Processing,2025-07-09,2025-07-09,21.54,10.74
project-alpha,Cloud SQL,db-f1-micro,2025-07-09,2025-07-09,9.4,11.15
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-09,2025-07-09,9.09,15.93
project-beta,Compute Engine,e2-standard-2,2025-07-09,2025-07-09,2.34,3.61
project-beta,Cloud Storage,Nearline Storage,2025-07-09,2025-07-09,9.43,15.83
project-beta,BigQuery,Query Processing,2025-07-09,2025-07-09,34.47,56.24
project-beta,Cloud SQL,db-n1-standard-2,2025-07-09,2025-07-09,24.26,29.67
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-09,2025-07-09,12.36,18.57
project-alpha,Compute Engine,e2-standard-2,2025-07-10,2025-07-10,4.98,9.67
project-alpha,Cloud Storage,Egress,2025-07-10,2025-07-10,43.43,63.99
project-alpha,BigQuery,Query Processing,2025-07-10,2025-07-10,41.91,18.53
project-alpha,Cloud SQL,db-f1-micro,2025-07-10,2025-07-10,14.03,24.48
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-10,2025-07-10,8.6,4.67
project-beta,Compute Engine,n2-highmem-8,2025-07-10,2025-07-10,3.19,1.94
project-beta,Cloud Storage,Egress,2025-07-10,2025-07-10,29.01,50.88
project-beta,BigQuery,Query Processing,2025-07-10,2025-07-10,20.83,19.61
project-beta,Cloud SQL,db-n1-standard-2,2025-07-10,2025-07-10,39.84,60.66
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-10,2025-07-10,36.92,63.52
project-alpha,Compute Engine,e2-standard-2,2025-07-11,2025-07-11,47.34,65.35
project-alpha,Cloud Storage,Egress,2025-07-11,2025-07-11,37.45,52.76
project-alpha,BigQuery,Active Storage,2025-07-11,2025-07-11,37.91,29.78
project-alpha,Cloud SQL,db-f1-micro,2025-07-11,2025-07-11,6.2,3.43
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-11,2025-07-11,19.43,22.09
project-beta,Compute Engine,e2-standard-2,2025-07-11,2025-07-11,39.29,53.72
project-beta,Cloud Storage,Standard Storage,2025-07-11,2025-07-11,34.55,36.07
project-beta,BigQuery,Query Processing,2025-07-11,2025-07-11,44.88,19.92
project-beta,Cloud SQL,db-f1-micro,2025-07-11,2025-07-11,29.55,46.94
project-beta,Kubernetes Engine,GKE Nodes,2025-07-11,2025-07-11,29.07,54.25
project-alpha,Compute Engine,n2-standard-4,2025-07-12,2025-07-12,21.32,10.24
project-alpha,Cloud Storage,Egress,2025-07-12,2025-07-12,49.09,79.26
project-alpha,BigQuery,Active Storage,2025-07-12,2025-07-12,7.15,10.18
project-alpha,Cloud SQL,db-f1-micro,2025-07-12,2025-07-12,20.87,35.46
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-12,2025-07-12,1.51,1.76
project-beta,Compute Engine,n2-standard-4,2025-07-12,2025-07-12,35.0,68.64
project-beta,Cloud Storage,Nearline Storage,2025-07-12,2025-07-12,26.76,47.61
project-beta,BigQuery,Query Processing,2025-07-12,2025-07-12,45.56,73.42
project-beta,Cloud SQL,db-f1-micro,2025-07-12,2025-07-12,35.74,8.29
project-beta,Kubernetes Engine,GKE Nodes,2025-07-12,2025-07-12,27.55,18.35
project-alpha,Compute Engine,n2-highmem-8,2025-07-13,2025-07-13,18.66,21.77
project-alpha,Cloud Storage,Egress,2025-07-13,2025-07-13,25.33,33.29
project-alpha,BigQuery,Query Processing,2025-07-13,2025-07-13,13.24,24.35
project-alpha,Cloud SQL,db-f1-micro,2025-07-13,2025-07-13,48.72,58.14
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-13,2025-07-13,20.03,26.56
project-beta,Compute Engine,e2-standard-2,2025-07-13,2025-07-13,12.32,14.3
project-beta,Cloud Storage,Nearline Storage,2025-07-13,2025-07-13,30.79,39.66
project-beta,BigQuery,Query Processing,2025-07-13,2025-07-13,47.58,17.28
project-beta,Cloud SQL,db-f1-micro,2025-07-13,2025-07-13,40.77,10.55
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-13,2025-07-13,32.3,12.53
project-alpha,Compute Engine,n2-standard-4,2025-07-14,2025-07-14,2.73,3.1
project-alpha,Cloud Storage,Standard Storage,2025-07-14,2025-07-14,42.58,8.21
project-alpha,BigQuery,Query Processing,2025-07-14,2025-07-14,37.42,8.41
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-14,2025-07-14,41.77,5.79
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-14,2025-07-14,22.37,29.01
project-beta,Compute Engine,n2-standard-4,2025-07-14,2025-07-14,5.84,4.37
project-beta,Cloud Storage,Standard Storage,2025-07-14,2025-07-14,28.66,37.88
project-beta,BigQuery,Query Processing,2025-07-14,2025-07-14,11.34,21.52
project-beta,Cloud SQL,db-n1-standard-2,2025-07-14,2025-07-14,23.71,45.26
project-beta,Kubernetes Engine,GKE Nodes,2025-07-14,2025-07-14,30.43,10.42
project-alpha,Compute Engine,n2-highmem-8,2025-07-15,2025-07-15,8.83,14.6
project-alpha,Cloud Storage,Standard Storage,2025-07-15,2025-07-15,43.12,26.07
project-alpha,BigQuery,Active Storage,2025-07-15,2025-07-15,43.76,78.6
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-15,2025-07-15,49.4,82.34
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-15,2025-07-15,45.2,45.21
project-beta,Compute Engine,n2-standard-4,2025-07-15,2025-07-15,44.36,32.04
project-beta,Cloud Storage,Egress,2025-07-15,2025-07-15,11.58,11.48
project-beta,BigQuery,Active Storage,2025-07-15,2025-07-15,18.0,6.61
project-beta,Cloud SQL,db-f1-micro,2025-07-15,2025-07-15,34.8,20.32
project-beta,Kubernetes Engine,GKE Nodes,2025-07-15,2025-07-15,4.08,4.36
project-alpha,Compute Engine,n2-standard-4,2025-07-16,2025-07-16,25.1,33.86
project-alpha,Cloud Storage,Egress,2025-07-16,2025-07-16,29.87,37.45
project-alpha,BigQuery,Query Processing,2025-07-16,2025-07-16,15.21,8.01
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-16,2025-07-16,37.39,43.07
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-16,2025-07-16,6.68,2.9
project-beta,Compute Engine,n2-standard-4,2025-07-16,2025-07-16,8.04,2.8
project-beta,Cloud Storage,Standard Storage,2025-07-16,2025-07-16,48.84,49.13
project-beta,BigQuery,Active Storage,2025-07-16,2025-07-16,48.63,43.8
project-beta,Cloud SQL,db-f1-micro,2025-07-16,2025-07-16,11.85,8.68
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-16,2025-07-16,46.11,5.93
project-alpha,Compute Engine,e2-standard-2,2025-07-17,2025-07-17,16.7,8.04
project-alpha,Cloud Storage,Nearline Storage,2025-07-17,2025-07-17,44.47,44.82
project-alpha,BigQuery,Active Storage,2025-07-17,2025-07-17,46.24,38.46
project-alpha,Cloud SQL,db-f1-micro,2025-07-17,2025-07-17,34.21,27.0
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-17,2025-07-17,27.32,24.18
project-beta,Compute Engine,n2-standard-4,2025-07-17,2025-07-17,33.9,56.48
project-beta,Cloud Storage,Egress,2025-07-17,2025-07-17,17.75,17.04
project-beta,BigQuery,Query Processing,2025-07-17,2025-07-17,49.38,22.76
project-beta,Cloud SQL,db-f1-micro,2025-07-17,2025-07-17,32.09,61.3
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-17,2025-07-17,18.86,14.6
project-alpha,Compute Engine,n2-highmem-8,2025-07-18,2025-07-18,11.37,5.4
project-alpha,Cloud Storage,Nearline Storage,2025-07-18,2025-07-18,21.33,36.02
project-alpha,BigQuery,Active Storage,2025-07-18,2025-07-18,25.24,32.06
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-18,2025-07-18,34.38,8.01
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-18,2025-07-18,11.93,21.75
project-beta,Compute Engine,n2-standard-4,2025-07-18,2025-07-18,4.48,8.68
project-beta,Cloud Storage,Standard Storage,2025-07-18,2025-07-18,26.13,47.75
project-beta,BigQuery,Active Storage,2025-07-18,2025-07-18,39.93,13.17
project-beta,Cloud SQL,db-n1-standard-2,2025-07-18,2025-07-18,5.68,6.3
project-beta,Kubernetes Engine,GKE Nodes,2025-07-18,2025-07-18,35.24,62.48
project-alpha,Compute Engine,e2-standard-2,2025-07-19,2025-07-19,16.28,8.23
project-alpha,Cloud Storage,Standard Storage,2025-07-19,2025-07-19,9.52,17.97
project-alpha,BigQuery,Query Processing,2025-07-19,2025-07-19,5.13,10.02
project-alpha,Cloud SQL,db-f1-micro,2025-07-19,2025-07-19,46.54,56.9
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-19,2025-07-19,23.58,5.77
project-beta,Compute Engine,n2-highmem-8,2025-07-19,2025-07-19,40.68,43.64
project-beta,Cloud Storage,Nearline Storage,2025-07-19,2025-07-19,25.74,8.4
project-beta,BigQuery,Query Processing,2025-07-19,2025-07-19,14.23,11.93
project-beta,Cloud SQL,db-f1-micro,2025-07-19,2025-07-19,10.17,8.25
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-19,2025-07-19,37.89,41.0
project-alpha,Compute Engine,n2-standard-4,2025-07-20,2025-07-20,18.84,37.02
project-alpha,Cloud Storage,Nearline Storage,2025-07-20,2025-07-20,35.57,13.63
project-alpha,BigQuery,Query Processing,2025-07-20,2025-07-20,34.27,29.25
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-20,2025-07-20,22.52,23.26
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-20,2025-07-20,46.29,17.45
project-beta,Compute Engine,n2-standard-4,2025-07-20,2025-07-20,20.12,40.2
project-beta,Cloud Storage,Standard Storage,2025-07-20,2025-07-20,14.32,5.23
project-beta,BigQuery,Active Storage,2025-07-20,2025-07-20,28.1,24.83
project-beta,Cloud SQL,db-n1-standard-2,2025-07-20,2025-07-20,17.38,25.93
project-beta,Kubernetes Engine,GKE Nodes,2025-07-20,2025-07-20,36.88,37.19
project-alpha,Compute Engine,e2-standard-2,2025-07-21,2025-07-21,18.42,26.71
project-alpha,Cloud Storage,Nearline Storage,2025-07-21,2025-07-21,18.19,16.39
project-alpha,BigQuery,Query Processing,2025-07-21,2025-07-21,27.3,3.79
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-21,2025-07-21,18.15,8.73
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-21,2025-07-21,5.37,1.16
project-beta,Compute Engine,n2-standard-4,2025-07-21,2025-07-21,46.88,58.84
project-beta,Cloud Storage,Nearline Storage,2025-07-21,2025-07-21,20.54,26.69
project-beta,BigQuery,Query Processing,2025-07-21,2025-07-21,27.55,16.21
project-beta,Cloud SQL,db-f1-micro,2025-07-21,2025-07-21,17.57,34.76
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-21,2025-07-21,37.73,53.84
project-alpha,Compute Engine,n2-standard-4,2025-07-22,2025-07-22,21.02,36.69
project-alpha,Cloud Storage,Egress,2025-07-22,2025-07-22,15.73,9.43
project-alpha,BigQuery,Query Processing,2025-07-22,2025-07-22,30.47,33.88
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-22,2025-07-22,20.91,22.16
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-22,2025-07-22,23.22,41.46
project-beta,Compute Engine,n2-standard-4,2025-07-22,2025-07-22,48.54,61.01
project-beta,Cloud Storage,Nearline Storage,2025-07-22,2025-07-22,38.41,34.82
project-beta,BigQuery,Active Storage,2025-07-22,2025-07-22,40.82,71.2
project-beta,Cloud SQL,db-n1-standard-2,2025-07-22,2025-07-22,20.31,40.54
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-22,2025-07-22,36.32,58.72
project-alpha,Compute Engine,n2-highmem-8,2025-07-23,2025-07-23,31.94,16.03
project-alpha,Cloud Storage,Standard Storage,2025-07-23,2025-07-23,24.44,36.12
project-alpha,BigQuery,Active Storage,2025-07-23,2025-07-23,33.52,48.72
project-alpha,Cloud SQL,db-f1-micro,2025-07-23,2025-07-23,2.66,1.26
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-23,2025-07-23,18.07,20.99
project-beta,Compute Engine,n2-highmem-8,2025-07-23,2025-07-23,39.21,56.68
project-beta,Cloud Storage,Egress,2025-07-23,2025-07-23,25.01,47.27
project-beta,BigQuery,Query Processing,2025-07-23,2025-07-23,20.59,19.05
project-beta,Cloud SQL,db-f1-micro,2025-07-23,2025-07-23,34.8,65.47
project-beta,Kubernetes Engine,GKE Nodes,2025-07-23,2025-07-23,34.57,48.63
project-alpha,Compute Engine,e2-standard-2,2025-07-24,2025-07-24,15.18,2.13
project-alpha,Cloud Storage,Egress,2025-07-24,2025-07-24,46.53,9.65
project-alpha,BigQuery,Active Storage,2025-07-24,2025-07-24,6.72,13.38
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-24,2025-07-24,1.68,3.03
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-24,2025-07-24,26.82,27.32
project-beta,Compute Engine,e2-standard-2,2025-07-24,2025-07-24,27.39,20.49
project-beta,Cloud Storage,Standard Storage,2025-07-24,2025-07-24,44.35,74.53
project-beta,BigQuery,Active Storage,2025-07-24,2025-07-24,23.38,7.9
project-beta,Cloud SQL,db-f1-micro,2025-07-24,2025-07-24,14.83,9.03
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-24,2025-07-24,41.34,19.86
project-alpha,Compute Engine,n2-standard-4,2025-07-25,2025-07-25,36.79,13.99
project-alpha,Cloud Storage,Egress,2025-07-25,2025-07-25,13.07,19.27
project-alpha,BigQuery,Query Processing,2025-07-25,2025-07-25,39.79,78.82
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-25,2025-07-25,5.78,6.4
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-25,2025-07-25,19.15,23.41
project-beta,Compute Engine,e2-standard-2,2025-07-25,2025-07-25,23.26,23.51
project-beta,Cloud Storage,Egress,2025-07-25,2025-07-25,23.66,34.67
project-beta,BigQuery,Query Processing,2025-07-25,2025-07-25,24.8,5.0
project-beta,Cloud SQL,db-f1-micro,2025-07-25,2025-07-25,29.82,26.92
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-25,2025-07-25,10.83,6.94
project-alpha,Compute Engine,n2-standard-4,2025-07-26,2025-07-26,25.57,11.26
project-alpha,Cloud Storage,Nearline Storage,2025-07-26,2025-07-26,27.86,23.92
project-alpha,BigQuery,Active Storage,2025-07-26,2025-07-26,31.97,33.72
project-alpha,Cloud SQL,db-f1-micro,2025-07-26,2025-07-26,10.0,18.42
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-26,2025-07-26,43.0,32.47
project-beta,Compute Engine,n2-standard-4,2025-07-26,2025-07-26,23.16,18.15
project-beta,Cloud Storage,Nearline Storage,2025-07-26,2025-07-26,24.45,37.94
project-beta,BigQuery,Query Processing,2025-07-26,2025-07-26,46.57,37.84
project-beta,Cloud SQL,db-f1-micro,2025-07-26,2025-07-26,23.66,7.44
project-beta,Kubernetes Engine,GKE Nodes,2025-07-26,2025-07-26,15.37,12.35
project-alpha,Compute Engine,e2-standard-2,2025-07-27,2025-07-27,34.3,41.32
project-alpha,Cloud Storage,Nearline Storage,2025-07-27,2025-07-27,33.02,63.56
project-alpha,BigQuery,Query Processing,2025-07-27,2025-07-27,9.66,1.05
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-27,2025-07-27,20.33,3.73
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-27,2025-07-27,11.65,21.31
project-beta,Compute Engine,n2-highmem-8,2025-07-27,2025-07-27,33.6,64.12
project-beta,Cloud Storage,Nearline Storage,2025-07-27,2025-07-27,18.84,15.05
project-beta,BigQuery,Query Processing,2025-07-27,2025-07-27,45.92,66.75
project-beta,Cloud SQL,db-f1-micro,2025-07-27,2025-07-27,3.71,3.11
project-beta,Kubernetes Engine,GKE Control Plane,2025-07-27,2025-07-27,39.98,15.89
project-alpha,Compute Engine,n2-standard-4,2025-07-28,2025-07-28,39.7,76.02
project-alpha,Cloud Storage,Egress,2025-07-28,2025-07-28,32.9,47.17
project-alpha,BigQuery,Active Storage,2025-07-28,2025-07-28,25.41,47.88
project-alpha,Cloud SQL,db-f1-micro,2025-07-28,2025-07-28,4.2,1.33
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-28,2025-07-28,34.45,5.29
project-beta,Compute Engine,e2-standard-2,2025-07-28,2025-07-28,20.67,14.83
project-beta,Cloud Storage,Egress,2025-07-28,2025-07-28,18.44,25.01
project-beta,BigQuery,Active Storage,2025-07-28,2025-07-28,20.78,27.72
project-beta,Cloud SQL,db-f1-micro,2025-07-28,2025-07-28,44.29,8.99
project-beta,Kubernetes Engine,GKE Nodes,2025-07-28,2025-07-28,49.25,45.59
project-alpha,Compute Engine,n2-highmem-8,2025-07-29,2025-07-29,4.37,4.8
project-alpha,Cloud Storage,Egress,2025-07-29,2025-07-29,5.87,2.24
project-alpha,BigQuery,Query Processing,2025-07-29,2025-07-29,9.78,14.38
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-29,2025-07-29,36.86,60.64
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-29,2025-07-29,1.13,0.11
project-beta,Compute Engine,n2-highmem-8,2025-07-29,2025-07-29,6.9,1.15
project-beta,Cloud Storage,Standard Storage,2025-07-29,2025-07-29,31.46,29.29
project-beta,BigQuery,Active Storage,2025-07-29,2025-07-29,12.01,15.01
project-beta,Cloud SQL,db-f1-micro,2025-07-29,2025-07-29,31.42,17.5
project-beta,Kubernetes Engine,GKE Nodes,2025-07-29,2025-07-29,31.42,42.5
project-alpha,Compute Engine,e2-standard-2,2025-07-30,2025-07-30,41.61,74.22
project-alpha,Cloud Storage,Standard Storage,2025-07-30,2025-07-30,35.25,13.27
project-alpha,BigQuery,Active Storage,2025-07-30,2025-07-30,4.65,4.72
project-alpha,Cloud SQL,db-n1-standard-2,2025-07-30,2025-07-30,27.3,43.78
project-alpha,Kubernetes Engine,GKE Control Plane,2025-07-30,2025-07-30,7.37,2.89
project-beta,Compute Engine,n2-standard-4,2025-07-30,2025-07-30,46.67,64.21
project-beta,Cloud Storage,Nearline Storage,2025-07-30,2025-07-30,4.99,2.52
project-beta,BigQuery,Active Storage,2025-07-30,2025-07-30,2.33,3.29
project-beta,Cloud SQL,db-f1-micro,2025-07-30,2025-07-30,18.63,2.36
project-beta,Kubernetes Engine,GKE Nodes,2025-07-30,2025-07-30,3.66,6.73
project-alpha,Compute Engine,e2-standard-2,2025-07-31,2025-07-31,14.77,17.37
project-alpha,Cloud Storage,Egress,2025-07-31,2025-07-31,27.32,27.61
project-alpha,BigQuery,Active Storage,2025-07-31,2025-07-31,48.44,9.33
project-alpha,Cloud SQL,db-f1-micro,2025-07-31,2025-07-31,8.95,9.44
project-alpha,Kubernetes Engine,GKE Nodes,2025-07-31,2025-07-31,37.4,60.14
project-beta,Compute Engine,n2-standard-4,2025-07-31,2025-07-31,34.36,44.13
project-beta,Cloud Storage,Nearline Storage,2025-07-31,2025-07-31,27.58,48.21
project-beta,BigQuery,Query Processing,2025-07-31,2025-07-31,11.9,20.89
project-beta,Cloud SQL,db-n1-standard-2,2025-07-31,2025-07-31,16.5,26.95
project-beta,Kubernetes Engine,GKE Nodes,2025-07-31,2025-07-31,26.66,35.31
